producer_name,phone,latitude,longitude,website,country,city,zipCode,addressLines,designation_name,color,variety_name
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Riesling,blanc,Sylvaner 
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Riesling,rouge,Pinot Noir
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Riesling,rosé,Gewurztraminer 
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Riesling,blanc,Pinot Blanc
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Riesling,blanc,Muscat
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Pinot Noir,rouge,Pinot Noir
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Alsace Pinot Gris,blanc,Pinot Gris
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Gewurztraminer,blanc,Gewurztraminer
Domaine Marc Kreydenweiss (Biodynamie),03 88 08 95 83,48.388355,7.4133311,http://www.kreydenweiss.com/,France,Andlau,67140,12 Rue Deharbe,Gewurztraminer,blanc,Gewurztraminer
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Riesling,blanc,Riesling 
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Riesling,blanc,Sylvaner 
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Riesling,rouge,Pinot Noir
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Riesling,rosé,Gewurztraminer 
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Riesling,blanc,Pinot Blanc
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Riesling,blanc,Muscat
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Pinot Noir,rouge,Pinot Noir
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Alsace Pinot Gris,blanc,Pinot Gris
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Gewurztraminer,blanc,Gewurztraminer
Domaine Hertzog,03 89 49 31 93,48.0172714,7.3036089,http://www.vins-alsace-hertzog.fr/,France,Obermorschwihr,68420,36 Route du Vin,Gewurztraminer,blanc,Gewurztraminer
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Mâcon,blanc,Chardonnay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Mâcon,rouge,Gamay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Mâcon,rosé,Gamay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Mâcon,rouge,Pinot Noir
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Pouilly Vinzelles,blanc,Chardonnay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Viré Cléssé ,blanc,Chardonnay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Saint-Véran,blanc,Chardonnay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Juliénas ,rouge,Gamay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Saint-Amour,rouge,Gamay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Chiroubles,rouge,Gamay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Beaujolais Villages,blanc,Chardonnay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Beaujolais Villages,rouge,Gamay
Maison Trénel ,03 85 34 48 20,46.2953345,4.7817867,http://trenel.fr/,France,Charnay-lès-Mâcon,71850,33 Chemin de Buery,Beaujolais Villages,rosé,Gamay
Domaine Ferret ,03 85 35 61 56,46.2783833,4.7269593,http://www.domaine-ferret.com/fr/index.php,France,Fuissé,71960,Lieu-dit Le Plan,Macôn-Fuissé,blanc,Chardonnay
Domaine Ferret ,03 85 35 61 56,46.2783833,4.7269593,http://www.domaine-ferret.com/fr/index.php,France,Fuissé,71960,Lieu-dit Le Plan,Pouilly Fuissé,blanc,Chardonnay
Domaine Prieur Brunet,03 80 20 60 56,46.9184398,4.657844,,France,Santenay,21590 ,Rue de Narosse,Santenay ,blanc,Chardonnay
Domaine Prieur Brunet,03 80 20 60 56,46.9184398,4.657844,,France,Santenay,21590 ,Rue de Narosse,Santenay ,rouge,Pinot Noir
Domaine Prieur Brunet,03 80 20 60 56,46.9184398,4.657844,,France,Santenay,21590 ,Rue de Narosse,Meursault ,blanc,Chardonnay
Domaine Prieur Brunet,03 80 20 60 56,46.9184398,4.657844,,France,Santenay,21590 ,Rue de Narosse,Meursault ,rouge,Pinot Noir
Domaine Croix des Perrières,,47.0245346,4.842381,,France,Beaune,21200,2 rue Colbert,Bourgogne ,blanc,Chardonnay
Domaine Croix des Perrières,,47.0245346,4.842381,,France,Beaune,21200,2 rue Colbert,Bourgogne ,rouge,Pinot Noir
Château des Jacques,03 85 35 51 64,46.1822221,4.7437448,https://www.chateau-des-jacques.fr/,France,Romanèche-Thorins,71570,147 Les Jacques,Fleurie,rouge,Gamay
Château des Jacques,03 85 35 51 64,46.1822221,4.7437448,https://www.chateau-des-jacques.fr/,France,Romanèche-Thorins,71570,147 Les Jacques,Moulin-à-Vent,rouge,Gamay
Château des Jacques,03 85 35 51 64,46.1822221,4.7437448,https://www.chateau-des-jacques.fr/,France,Romanèche-Thorins,71570,147 Les Jacques,Morgon ,rouge,Gamay
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Crozes-Hermitage,rouge,Syrah
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Crozes-Hermitage,blanc,Marsanne 
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Crozes-Hermitage,blanc,Roussanne
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Cornas,rouge,Syrah
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Joseph,rouge,Syrah
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Joseph,blanc,Marsanne 
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Saint-Joseph,blanc,Roussanne
Cave de Tain (Bio),04 75 08 20 87,45.0721801,4.8434029,https://www.cavedetain.com/en/,France,Tain-l'Hermitage,26600,22 Route de Larnage,Hermitage,rouge,Syrah
